experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	cueType	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	72 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	M 	T 	0.0 	1 	0 	3.0 	RQVYZCITFLKEAUPHOXWMNBSGDJ	DEIWKSTCJMYQBVLRFGOPUHZNXA	-99	-99	-99	-99	0
main	73 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	A 	D 	0.0 	1 	0 	1.0 	LBUIZASGVERHFKPWNDCYOTMXJQ	XEPUGZRHFDAJTKWOSYMQNLBIVC	-99	-99	-99	-99	0
main	74 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	G 	A 	0.0 	0 	0 	3.0 	VMFWINDOPUAEYGRSKJLZBXQCTH	ZFXMDUYCNTVAEKQPRIOLBJGHWS	BTJEFNADXHWSRUPIZOMKQGCYVL	FWSUOLRNMBATPEVZDQCXIHYKGJ	FUIVADGLSKMYBQJOHTCENPZWRX	OSKJXWZIEUYLVTRGNDPQFBMHCA	0
main	75 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	D 	H 	0.0 	0 	0 	6.0 	BEOLFSJHRGVUKDIXTCNAWZQYPM	ZQAIJVUNKPCWBRHFXESMTODLYG	-99	-99	-99	-99	0
main	76 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	B 	D 	0.0 	1 	0 	1.0 	ZVBCWYSHAMQGJTKXEIPFLDUONR	XRZPWSNKOHDBIAYJUCELQMFGTV	-99	-99	-99	-99	0
main	77 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	S 	Y 	0.0 	1 	0 	3.0 	SHODAUVZIKCPENFQRXYJGBMLTW	ZVBXGDEWLYKCSITORNPUAJMFHQ	-99	-99	-99	-99	0
main	78 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	A 	J 	0.0 	5 	0 	5.0 	KRHEPSVMDGILCWTOJZAQXUYFNB	YCAXMOWFRZDSNKGBTPIJVEQLUH	DFVKSAERXWNCLYZBOTHIGPJMQU	OFNCPVWSKDBXQRYHLAMTGEJIZU	OEBNAYPZISUTHMCFJWRKVDGLQX	MLNCYKOXBJZUHDAFQEPIRVTSGW	0
main	79 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	P 	Y 	0.0 	4 	0 	3.0 	AVWEGZQROBCKHFSDUYNJPMXTLI	PWSEOGVZCMDXUNKTAQJHRLFBIY	LGTXMKQZSNDVPJHYUEBRWOIFCA	LWKQRBISAMUFCVZPJEDNXGHOYT	JVOZNTWCYIAPFLBQUXRMEGKDHS	ACGBEKFQNRHLTPVZYOWSIMDUXJ	2
main	80 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	W 	U 	0.0 	1 	0 	4.0 	JWVGBUHTIFDCRNYMZAKOQLXSEP	ICPHNDRKOSUGLZWTBQAJXVYEFM	BMWIKELFTNYHPOSURGVJCAZXDQ	VJOGHDCBIWNFRTUZKQPYALSMEX	XRGLAHIENVOTZWMFSJPCBKUYDQ	BSUEDXFKRGIJMHYCQOWLPNAVTZ	1
main	81 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	S 	L 	0.0 	1 	0 	3.0 	GNSMDWOHRJPTQCLVZFUXAIEBYK	GFNYEKRLPQSTXDOIZJCHAVUWBM	-99	-99	-99	-99	0
main	82 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	M 	X 	0.0 	0 	0 	4.0 	GFLUKDOXQNTMRSJBYPIHVCZWAE	WRBTMFVCNIDUPZXHLYAGKSJOQE	-99	-99	-99	-99	0
main	83 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	A 	J 	0.0 	0 	0 	3.0 	ZCKNTVOFJRYAPGLUDISEWQXHBM	GXLZHKCYIBNQORAFTUPDWJSEVM	-99	-99	-99	-99	0
main	84 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	Q 	C 	0.0 	1 	0 	3.0 	HUJKZDVYOILNBMCARFETPGXSQW	ERZJLANPXCSOQTMKYBHWVDUFGI	-99	-99	-99	-99	0
main	85 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	A 	X 	0.0 	0 	0 	3.0 	JIQFWOZNXTVAMKSECLUBGDPYHR	UYDFSCKZRLVGMOTBXHAQPJNWIE	XDGFQRZLTNPHCWSMAUJIKEBYVO	KMWSPCYJILVBRHEXNQGOAZFUDT	LXIZRKMQVGECBAFJONPYDUTHSW	GMYQLRSKEHUFOTNICVBDXZAPJW	0
main	86 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	M 	B 	0.0 	0 	0 	-9.0 	MTUYHQDWFBXENGIPORJZCVLKAS	NPCRBSAUHVZLGODKFWMYTIQXJE	XMFZKEASNOTRIGLQWUJVDHBPYC	YPUCHQOKTFEINRLMZXVBWDAJSG	FESRPKBJVNHYWUQMIOXCZATDLG	VJBYHINKEXMZWGDLCFQOASTURP	0
main	87 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	A 	O 	0.0 	2 	0 	4.0 	ODGFCQSZAIMTURJELBHXYKNPWV	LKXHBWGDQAOVSUTPENYFZIMCJR	TGZBSWYOCXHAUNDMEJFRIQVKPL	HBEVZMQYLNOXPFCDWTGUSRAKIJ	NWFAZDQBTYGVXJMUPEORSLCHIK	EVHASUNKDRCMYFQBXPLGJOTZWI	0
main	88 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	Y 	K 	0.0 	5 	0 	2.0 	TKHFBZIOECXRDJMNSWUGLPAYQV	QOCTSBWPAFNDIVGEKZMHYLJURX	FACEMNZGHBJYKSPOWIXQLTUVRD	QKWGVFPHACETIMNXSZLOYDRBJU	FSOCJGHIPLYWKXUBAMDRNQZVTE	WNDECHBXKLYJUOIFPGZMSARTVQ	1
main	89 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	W 	W 	1.0 	5 	0 	0.0 	PQWXHMVREOJTYGICLFSZDUBNAK	ITCVOBRXAEZJLMHWPUGYDNFSKQ	NUJZMYQLBFKVPIDGEOWAXCRTHS	QWHUOGBYCLVANRDJTZPKIMFXSE	CSEFIAUNDPVLOTGZJHYKWMQBRX	CDUIAMJWVYNQSHKRZXTOLPEGBF	1
main	90 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	M 	M 	1.0 	0 	0 	0.0 	YZXRKCMLBQUJTAVONSDWHFEGPI	NOHZBXPVCMDJWULTERKSAGIFYQ	-99	-99	-99	-99	0
main	91 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	B 	P 	0.0 	4 	0 	4.0 	KLRECUNBZODPVGFYIQJWTXHMSA	HOMWPKLDQEJYGBSITARUNZFXCV	LFZJAGQWDPRNCUYHXTVMEOISKB	WRHPBENKCOMYXDUQITGALVFSZJ	FCERLMYPANJBVIXKWOTHQDZSUG	FLOPMKVCQSNDYGHTZIUEBJWRAX	0
main	92 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	M 	J 	0.0 	1 	0 	3.0 	KNGFIWSBMJTZPCXDAEHRVLQYUO	CPUGIRLJKNMDYAQWZVBEFSHTOX	-99	-99	-99	-99	0
main	93 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	B 	Q 	0.0 	1 	0 	1.0 	JIGPWORKXMTLSAEUZFHYQBCNVD	XJHRAOYSQBZGNPFUKTVWICLMED	-99	-99	-99	-99	0
main	94 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	W 	H 	0.0 	2 	0 	5.0 	ISGDYZHLARWPMXNJQUFETVBKOC	BGVKAPHRXZWYJMCOQNEDSLUIFT	FIVSOZBNAGHUJPXWRYLMEKTCQD	CLMIBFYJEHARDGSPXKUVNTZOQW	ZEFHNKIMOSDTXRBPWUGVQJLCAY	RFNBUWQYDCSVAGHKZXOPJMLETI	0
main	95 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	M 	C 	0.0 	2 	0 	2.0 	TDWJMNVLCPGUFYREQSKOXBAZIH	JNVHBEUAGTDOMKICSWXYPRLFZQ	YRBZFQCLMXJDKGETAPVWOIHNUS	HMZFKEUCSGWXPIYJLTDQNOBARV	ORMGEQAVXJTYIBUPHNLSKDCZFW	XQITOUBDKVMLCWZNEAYSHPRGJF	1
main	96 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	M 	E 	0.0 	0 	0 	3.0 	YWONIUEZSMFKQVXGALDJTHBRPC	WPJHGLZKFTXRSDMVQBAOUICNYE	-99	-99	-99	-99	0
main	97 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	W 	J 	0.0 	3 	0 	18.0 	VZGMXRDPKBISNCQLHAWETYUJFO	WZOIKBVUHFTYLANCSXDPQRJGEM	YQWUIFDPNGHVZRATESCXBJMLOK	SIUHFKRJGNAMYOVQPZETBLCDXW	ABKXIMHJGRWYCTDSOQZPULFEVN	WFGESTDJPIURZVYCBHANXMOKLQ	0
main	98 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	B 	L 	0.0 	0 	0 	1.0 	AZHPKWDEYLBFVQSGJCXOUIRTNM	QGUWMOAVHCEJRPIDSYFXTBLZKN	-99	-99	-99	-99	0
main	99 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	B 	L 	0.0 	3 	0 	2.0 	PLGRCTVQXFAOSKDEIZWJMHBNUY	PEKIWFBLZNACXRHVQMYDUJSGTO	EFGJXNSBLCVWKYMITDRUHOPAQZ	YKQZRVFNALEBUHMPTOXWJIDGCS	UCBZSAQDHEFOLGNMVKIPYJRTWX	AKNPZWJDLVBOXQYRHTEISGMCUF	1
main	100 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	A 	A 	1.0 	3 	0 	0.0 	YTJHDKUGLOFIAVWBMCXPNERSQZ	JPMGOIUCYRKDQZESHLXBAFNVTW	QGNTLVBFYXRAWUOJKPSHZMDIEC	HTOXZLIKAWMENQDBYJFCPSGRVU	SDJHQOEPIBWVLXYGRCMTNFZKAU	ZPLVAKNTDCSEMUBHFWGIOYXQRJ	0
main	101 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	G 	O 	0.0 	1 	0 	-2.0 	FLAZEXRODQNVSMPBKCYIJUHGWT	SJINMZAPGTOCBUQLDVHXYREFWK	-99	-99	-99	-99	0
main	102 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	G 	G 	1.0 	2 	0 	0.0 	ROSNCUBPQLXDYKFIAGVTHJWEMZ	FIJOYHQMZRWBEXVAPKSTLNGDUC	RYJUHESXGIVWTODKBALZMPQNCF	RKBPSOIVZNEUQDCYHJFXLTGWAM	PKODZJGVHTXMQNWRFBYCLIUEAS	GBLHSONKQJCXEPWAUFYMDTIVZR	0
main	103 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	A 	L 	0.0 	1 	0 	5.0 	NIQLOPESWMFCYGDBXHTKVJZUAR	DMYQPBLCNVHAXFSEWGUIZJROTK	USEVLOMBGCFTKRNXHWPZAIYDQJ	UMZFGXTVNEPORBCYQHIWSDLJKA	ZGMUQXFCOLJTYNVBPSIKRAHDWE	DOSPBZRHVIGQLCEFKNUYMXWJAT	2
main	104 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	P 	Q 	0.0 	1 	0 	2.0 	EMJKQXNVARYZHIULGSTWFODCBP	HJTMBKFXQVPRCEILWYZSDONAUG	-99	-99	-99	-99	0
main	105 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	B 	Y 	0.0 	0 	0 	4.0 	SEWHJRDYKPVBLGQMFZXTNAOUIC	JFIKOCNPEDHZQBMVRTLYUWXGAS	-99	-99	-99	-99	0
main	106 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	E 	C 	0.0 	0 	0 	2.0 	SWMXAGFLTOCKERZNQVBHJYUPDI	FHQWEXOKYTUCVLNZGJIMARSDPB	-99	-99	-99	-99	0
main	107 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	Q 	E 	0.0 	0 	0 	3.0 	XCWKHPMENOQZJTVDISGYBRLFAU	BMPOHRSXDFWQENZCGTUKVYIJAL	TERYABUSCNIGLDVFMZHXKJOQPW	UCZGESMHFOIKRAXVPTDYQWLJBN	EZFHGCANVDYUSWOKMTXJRPBLQI	NEUPRGDHXYOLAVBZTQCISMWFJK	1
main	108 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	S 	W 	0.0 	1 	0 	2.0 	QIVAZEKYRXBLMCUNDHOSJFWTGP	FAOJVLIYWKSXBGDRMHETUCNZQP	-99	-99	-99	-99	0
main	109 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	E 	R 	0.0 	0 	0 	4.0 	ZXCQGARMFKEUHJOYBSIVLNWPTD	HXGYJCQSVMORKFENWZUTDBALIP	-99	-99	-99	-99	0
main	110 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	E 	S 	0.0 	5 	0 	3.0 	IVWJFDYHZCERGLUBMSPXKTOQNA	AGXTEUOZFBPMRIJNLKYDQSCWHV	JHUDXAPCKNRTQIZEBFSGMYWLOV	OFKQVUJGYWBMPTZNIREDXSLAHC	AVBOYLCJKFRGDZXPNQSTEWMIHU	QIZCBNSYVEPWGUFLXRTHJAMOKD	1
main	111 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	W 	M 	0.0 	0 	0 	-3.0 	YATDLWHGMCIENZBFUSXRQOJPKV	SHTODYPGNUCMFKZLWIVQAXJBRE	-99	-99	-99	-99	0
main	112 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	G 	C 	0.0 	1 	0 	-1.0 	QNCURJLFPZEABHOTVISYGMKWDX	ZIOYPKGCWXVJTEBUALDQMSNRFH	-99	-99	-99	-99	0
main	113 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	P 	T 	0.0 	5 	0 	3.0 	MDQVSFEUCJWHANOTKGRLZBPYXI	BYFUSKRZCIXPNVMGWDLQAJHOTE	CVWFOPTLZIBDSNHJEYMRXKUAGQ	GEFYMNJHRCDTLIKUASZXWQOBVP	TPWDEBXONYVAZMQJHGKCLIUFSR	ICLQMRSKZYTFDPOVEWBAXGHUNJ	0
main	114 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	A 	L 	0.0 	1 	0 	5.0 	XWBPEHISGCTLAMDJQNKOFVUZRY	DYRPQZOMSLGKIFATHEJWCBVXUN	BSTUJZQHALMVXEWNKFCOGDRYPI	NSLWYQHFIEUPMGJVCKAOXRBTZD	HQIAFXLRUJZDSEBTCKPWONVMGY	OYCITRHNKFEPQUMGBJZDWVSAXL	3
main	115 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	S 	J 	0.0 	0 	0 	-1.0 	FTYLRMVBISJNXOWPQAGHZCDKUE	FVRJESXQZHIABNUWDOPKYMCGTL	-99	-99	-99	-99	0
main	116 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	B 	V 	0.0 	0 	0 	2.0 	RJLZOKAUVPBQIHFXDNGSWECTMY	XLIDUPQTWCVHZMBNYFGRSKEJOA	-99	-99	-99	-99	0
main	117 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	Z 	V 	0.0 	0 	0 	-1.0 	QHJPBETULZVDMROYWNXIFCSGKA	VCENPTBHOMRSZAKQDFLXJGUWYI	-99	-99	-99	-99	0
main	118 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	G 	V 	0.0 	1 	0 	-4.0 	PHCNEZAVWSXTJLGMDFUOBYQRIK	WDQGXEUVTMBYKLRSZJPNCOIAFH	WCRJMQXDZKOPBFLYSTHNAIUEGV	BLUFCNPVHJSKYZAMQXDGIOTERW	HYNDRWUMCTKVIXFZJESBALQGPO	BVOAQPDFKYTUENLZCGRJSXHIWM	2
main	119 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	W 	E 	0.0 	0 	0 	12.0 	TFYJLACINESKHUZQROGBMWPDVX	ZQXAUEIVPGNDSJBOYCRTLKMHFW	-99	-99	-99	-99	0
main	120 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	A 	O 	0.0 	5 	0 	3.0 	PBQDFAYRWNEGIZXKTLHSCJMVUO	QRSCJOBMDKFXPTWHEVLZGIYUNA	QGIJZPOTKHNWBEYUFSRDXMVLCA	VIGSAFOUETLQWPBHJRNDYZXMKC	UCPWGKOERXFVIQTSBJALYNMDHZ	QEMKPJUFDIOYLATNXZWCRGSHBV	1
main	121 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	V 	V 	1.0 	1 	0 	0.0 	GWFPDZAXKOSYTLVNBQMCUJIHRE	RAHPCOJIVEQGYMBSDNWUXFZTLK	-99	-99	-99	-99	0
main	122 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	Q 	T 	0.0 	1 	0 	2.0 	TPWCHBZJNRFXKQGULYVSAIEDMO	NAEKHVYCGITPQJLUSRWXBMDZOF	-99	-99	-99	-99	0
main	123 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	H 	Z 	0.0 	1 	0 	2.0 	DCSWBPLFZXNTRUAYOEIVJHGQKM	TSCFKGZIHUPXMRNLBVQDYEJOWA	-99	-99	-99	-99	0
main	124 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	M 	I 	0.0 	4 	0 	1.0 	JPQLKMOYWVRUZCXGSANFITDEBH	HFPTUVARBONXMZKWCGDYQJSLEI	KCXEZDTMANQSGOLFYVBRWUPIHJ	SHABRWLEYQIZDJOVUTKFCNXMPG	ZTBPALJSCIMDXQWUGVOEKRNFYH	QWOMJRFTXIYVPZCBEDLNUGKASH	1
main	125 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	B 	Y 	0.0 	1 	0 	2.0 	PSCBXMEKYVIZAUFLOTJRNQDWGH	WHDPSUGIMKYABFJTQXZECROVNL	-99	-99	-99	-99	0
main	126 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	G 	R 	0.0 	1 	0 	4.0 	GVCYOSUTNDRWLXABHZMJQIPFKE	FVBNJWEMRYZHGIQKLTADUXCPSO	YDPUOJSWFVKXITEAZQLHGMCNRB	AFQOYHMEDULXJRWTIPSBZKNCGV	FTWSXRZQLVDEBCOJKGIMUHYPNA	ABZLIUHRENKVYDPSTMJWXFQGOC	0
main	127 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	S 	P 	0.0 	1 	0 	-1.0 	SZRBEGOHXFVIUDPNAMCTLWQKJY	MWXHJSPFQYTVNRBAEZICUODLGK	-99	-99	-99	-99	0
main	128 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	M 	M 	1.0 	0 	0 	0.0 	BNGQXSTMLCRYJVEUFAPDHKZIWO	GLIAFRHWUVCKTEZMXDNBSOPJQY	-99	-99	-99	-99	0
main	129 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 endogenous 	G 	D 	0.0 	0 	0 	-1.0 	PEBKRGDHFWVUIQNXLMOZTJYACS	UQIRMCALJSEKVPGZFNTWHBDXOY	-99	-99	-99	-99	0
main	130 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	D 	B 	0.0 	5 	0 	6.0 	NAHCZOFVUQSXDPMBGYTKJLWEIR	WMZFQKUXGIREADPHOYBNTSCVLJ	DLUJNTAMHOFXQZEICGRKSYPWVB	HCJLWKPGEQSXMNRYDTUZBAFVOI	VKRTEUOZJSYPMHNFXGWBIAQLCD	AENCMUGBRLQIJDTPWHOZXKVSFY	0
main	131 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	W 	Z 	0.0 	0 	0 	3.0 	PBRHESAJZKDWFYUTLMVICGNQXO	UOJVFWPCAYBQZGENDXLHKITMRS	QWNYJEXTMGDLOZFRBKAUIPSCVH	SFJWHVNKLEYAPITZMROGDXCBUQ	VSPKRTYDIQUGWAFLZJCEXNBMOH	JFWVIZSPDCYXKBHRUQLNEMAGOT	0
main	132 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	M 	Y 	0.0 	0 	0 	1.0 	FOWXCRYMNVUQHJELKBISPDGTAZ	MTGFXARYBKNUOWLVQSJHEIZCPD	GNZMYRXFULPBTEIHQCKOSWAVDJ	OCAVTRUDENGQWBIKMYSXLPFJHZ	VOIPWGRNQCTKUMELXZFHJSDYBA	YLPANMBDUOFVJIQXHRESKTGWZC	1
main	133 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	U 	O 	0.0 	3 	0 	3.0 	RNDLGZIPAXSMQCVEKOHBWFUYJT	XNCPAJGUKDOMQRSFEVBLZWTYIH	EKLRSDGMPJAVTWXCOQBIFNUZYH	SPEIFGMNKOCLUTHAJQWZBRDXYV	OCFKYAQVEXDLIGPJSURNWHTMBZ	GDOEQLZAUBFXHKYCWPNMVJSRIT	1
main	134 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	W 	T 	0.0 	1 	0 	1.0 	OKASZULYPTQHNIRXEDGBFJMCWV	QUEYCPXSZTWOGIJDHNVRAFKLBM	-99	-99	-99	-99	0
main	135 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	E 	D 	0.0 	5 	0 	8.0 	MVRNPLTKSFXWZJCOGUEQDABIYH	BRPJCKZUALGYNETSXVQIWMOFHD	DULVAIBKGHYCPOZJXEQMWNSFTR	LXHRAGYOQEMWZTSDKUCFJPNVIB	BKTNPESLUZCODHMGQXAYWJFRIV	RBKWHYJIMDCXUZFVLEOQTPANGS	1
main	136 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	D 	I 	0.0 	0 	0 	3.0 	QLZOKRJAIFCDSVPBGEYNMHXTUW	IWQYXGUJPERNAFLSMZDCVOKBHT	-99	-99	-99	-99	0
main	137 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	S 	B 	0.0 	2 	0 	8.0 	QTJCDKGEPFXBURMSLZWIYHNVOA	GTMSYHEOXLBZUNAIWCJPKQDRFV	ELDJXWBVAPHONZSYKQGTRUFICM	NRVHCZADJTESQGLPYUWIOXFBMK	GNPULIVZBEAQOYSMFHTCWXRJKD	GCWBQNRHIMSFYKPZVXUATJLOED	2
main	138 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	W 	Q 	0.0 	3 	0 	1.0 	UZPQDOYMHACXEWFNSBKVJTILGR	DMKQNSLJWOFHYPZGRTICUXEBVA	TSMICVNHGDUQYZKWFEBLOXAJRP	ASDUGYHILKQWRBZCVXNJTFEMOP	OTKRFWIHGNQBPUESDAVMZLYXCJ	QWVUHJNLSACRETBXFIDMZGYPOK	1
main	139 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	B 	Y 	0.0 	0 	0 	1.0 	ZJXLPDNYBHGFCSWQROKMIAVTUE	CYWPSRELNAZGBVJITOFKDMUQXH	TSNHYXVOGFKEQJMUBRALCDIZPW	CTYVFWARQHDUGNSEBOLKIZXPJM	QYZRCNMATUKIDPHXJBVOFLGESW	NCQZJLEHBMFIUKSWPAXYDORVGT	1
main	140 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 endogenous 	B 	I 	0.0 	3 	0 	3.0 	HMWNXEJYCAOVBZFTISDKLGUQRP	LZFORVHIMPDJXQSNCKGWEATYBU	YFLXBGTWJCUHMPDIKRVEOQSZAN	TUXCOEIGRBLQPKJAZSFMWDNVHY	APYEBUSHJZIGMKWRVQCOTLNXDF	EILTZMHGXVFQORBYAUJDSPNCKW	1
main	141 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 endogenous 	W 	C 	0.0 	1 	0 	1.0 	DXJCKQESTOVLPGAIZWURNHMYFB	MNJKTLECWRIUPAVGZBSQOYHXDF	-99	-99	-99	-99	0
main	142 	CT1EndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 endogenous 	A 	A 	1.0 	1 	0 	0.0 	SGVMAZPERIJKOWQLYFUTBHXNDC	UCRLJZTGFAMDXOPQNKSIBHYVEW	-99	-99	-99	-99	0
main	143 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 endogenous 	S 	T 	0.0 	1 	0 	4.0 	NDOCSVLYWBXJTKHRZQFUIAMPEG	BUAYZINWGMTJLRSEPFQCDOXHKV	POWMVIGLSBNTZUEFKJACDQYHXR	DUYJQROWKMNLHFCBZVTEIPXSAG	ARLNGSPUDHTYMJXFCOQVWBKIEZ	UIOSFPGNYRZJMVHADEBLKQCTXW	0
main	144 	CT1EndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 endogenous 	A 	G 	0.0 	2 	0 	3.0 	GDUIAELFONSZKYPVMQJWXBCRHT	WBEQLXIZOCKAPTHRJNUDSGMVFY	IELSYOZWGDPAJNMCXUQRKTHVBF	PNFIXJVUOHWCEQMBAYLGRSZTKD	TLSUVWRQMAJNCKOHGIXFZBDPYE	MCJRIBQNEXUWAYVSKFLTHDZGPO	0
