experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	baseAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	streamLtrSequence18	streamLtrSequence19	streamLtrSequence20	timingBlips
main	21 	Alex 	 oneCued 	 0.0 	 left 	 12.6224083547 	N 	Q 	0.0 	5 	0 	2.0 	ZSWJOQKVUALIMREYCXFNDBPHGT	HYWTUFDRLMCJGXEOPNZASIQVKB	IFHJMLYDCGSUEBAPWTZQVKNRXO	OQFJLSTVZDPEBNIAXUHKGYRCMW	ILRWGKAQJDMUZPFVXNSYCOHBET	CRYBJUOQFNZGDXMEWHLSIVPTAK	XNVKJYSUECLZMBWTIRDPQGHOAF	IKOVZGCJABTSYNWERPFULQDHMX	USIQADTBHXORYMPKLNVGCZJEFW	ZAWIHSKTDOBVNGECXJQLFYPMUR	ADGICLBENMTUJOSXVQWRKZHPFY	PFBSJUEAWDLRQICVYHNTGZMKXO	JRWXFSKNOPBEGTZIQUDVAMYLHC	YFXQCEGZSNJOIUVLADRTMKBWHP	XVLJHPYQSTGEKMFADNZRUOIBWC	NTVLFCGJMWPYZBEQXDSOHAUIKR	CYFUASMLEVQKXBOPGNDHTZWRJI	XZJODAFLEBHNRKVMPUQTGYICWS	XASQWUJPRTCHNVBIOFMDKLGEZY	MTDLYIHCORSGEWBUVPXANFKQJZ	WEJZUYHIVNLTSPBMCKFDOQRGXA	0
main	22 	Alex 	 oneCued 	 0.0 	 right 	 335.789595477 	R 	G 	0.0 	10 	0 	2.0 	BAPJKDOVHQWEMYNISRTCGLXZUF	OUXVPCSAMTNFZGYHLKDQWRJBIE	CKOTLDEVAFXHUWBJZRSGYQINPM	OPWGFBTDRUCMSVXILZJAENKHYQ	OVJAHSGPZMCDIWKELQXUTYRFNB	NWXDMETGZORQHBJAVYILUCSKPF	LPRCQWBUAHMTVOYFKISJDEXGNZ	PGVIZBCXEMUFQKTDAOSYRWLHJN	RMVEUCGTKXBQLNHFIWDZSPJOYA	KAWSNGDEJQXUMLVYZBOTIFPHCR	ZDLMUNWXCGSRKHVPEAQFBJOYTI	CKIWFBTESJHNDLRUVGQZYOMXPA	IDGQSBMETYPLRAUVNXJCWFKZOH	LVXMNRTAHGCZUIQOSPEYFBJWDK	DZXBKHLEOJMPIWCFUYSVNGQRTA	ICUKTJYAEWGDMZORHFXPBLNQVS	AJIHLSKFVMCBQWYTOEZNGXUPRD	YFAITXOLBGPENZJSKCWMURVDHQ	BHNQVLXSIYMFAPRWOJEDKGUTCZ	UQRGDAKCVILNXHBFYMTOEPJZSW	CLTSWPHOMZKNEJVUQDRFAXBIGY	0
main	23 	Alex 	 oneCued 	 0.0 	 right 	 354.294620772 	C 	N 	0.0 	6 	0 	1.0 	UAGPVMJKSHTENCOLFIXBYZDQRW	SDVHBEOATCRPWKZQIXNLYFJGUM	AYVGXWHBTEMKCZUJFRDQSLIPNO	KMACIQSVXRYZJHDBTPWOEUNFGL	MGXHTUAQKZICSVNLEYFDOBWJPR	RAGVOQBMHFNIPWETUJCXYSKLZD	TKPYJBGXNCZIVEFSRQMLDWAOUH	QJMAONLHWTPKIRVCGZEUDFXSYB	NUGOSLCMAFWKBRVJZDTPEHXYQI	BCRUDHVPYTQFIOEGJWZKNMSALX	OPCLYDQKXSNUZTVIMHFRBAWGEJ	PDWGVMEAHQLUNSYJZCFKROXTBI	ZQSNAEYGXBKLRMUPCWTFJOHDVI	HYZNGXICBATVRFWOEJLQDMSUPK	PEZRKVLFJIOHXMACYDWNQBSTGU	QJXYTRAHBEZDMSKCLOINWVUGFP	JQNOZGPBVUISLHDECMFWAKTYRX	WNSLUMYTPAKVCFHXIJZRBEDQOG	MPVAKZLIDEHQRJSWBTFNXUCYOG	HBRICKMZWVNYEGOATDXFUJLSPQ	YFHVKCIQLGOUTXABZMEJWDSPNR	0
main	24 	Alex 	 oneCued 	 0.0 	 left 	 113.892038654 	S 	F 	0.0 	14 	0 	2.0 	FYTSZBRINXVMWOQCHUPDAKJELG	YEZJKWQUORMVNTFCGDLAHSIXBP	IYHEUJQXSVBPMDGLOFCWTKZNAR	DQSAFNWBJRZYOTEGXCIUVHPMKL	NUHVKODJCLAXPTGRQSZWIEBFYM	LBVIWOPKGDSZRAUMTCFJEXNQHY	SMQDJRCUBZWPVKHIEALNXOFGTY	SHPNWCERZBJILUKOVQYXADMFTG	EHROKBVUNXSCAGQMLFIJZTYWDP	ULCSJDNMGBWAYFIKEZVXOTPQRH	LNCYHWDPOGKFARZSTUVBJIEXMQ	UKTWYFGNQSIVBOAMRHLXEDPZCJ	NWSUEAGCJRFYBKMPQDZVOLXHIT	UJSCTZNGDXRFHQMLPAYWVOBEKI	LYEIHAFUSTPMOJKGDXCRQZBNVW	LQWMPTGFOJUNXSHKEAZCDBRYVI	SGPBLHTOIZEUJVRQMCWYANDFKX	DEANBGHVQJUSTZWLCIFOPKYXRM	ZIEKHAUMVQCGPLJXWONRYTFSBD	YHKTLPIENFZJWCDBVQAGXSUMRO	UKTLXIGPOZMJBDRVHWAQSFYENC	0
main	25 	Alex 	 oneCued 	 0.0 	 left 	 296.04341186 	R 	G 	0.0 	2 	0 	1.0 	BHJYAULOEDRCGTXVWZIFQNSKPM	AFMJQLNYRBZIHKDUVTXPWOECSG	CIZPMWOGRKEFQTSNHYAVBLJDXU	WEXRNKVYZUJQALHFMOGSBPDTIC	XIHMJZVDBKTNGLQSPRAYWOFCUE	ZAJXHVDNKTWIRPYFCSGOELBUQM	URMAKNPHSBTIVEGQOFWXJDLYCZ	IHQUJFWPSBDRKZGMONXEVLTYAC	VNGIAMKUHXSYEDFRCLQZPBTOWJ	AGDOHTYNPMUBQVIXEWLSJKFRCZ	EFPGALJSMYKBQTONHDUVZIXWCR	HLMDYUQGICNBPZERJAFOSVKTWX	QUPLDBVAMTCSREJGHKXZIFOWYN	PYCAWVUBGQZJRDKOLITMXSEHFN	CFRYNOAEPTHMSQXIJWZDBGVUKL	RYOSCBTAUWFINDEHXJPVLKZMQG	LXVSUBFWNIAQPCKDJYHOTGREZM	ZNWYRGTSVUXCQEPOJIFKLDAHMB	RAMNJDOGZUBPIWVQYHESCXFTKL	OCRJXFGHWIPTYDMQKBNSUAVELZ	KAIWUCMJBXVLFSZQDENTYRGPOH	0
main	26 	Alex 	 oneCued 	 0.0 	 right 	 109.474434457 	U 	R 	0.0 	0 	0 	6.0 	FSCXJVPAKWRYOITQUZLGDNMEBH	JFVWCGHKNZYBMAERDQLPTUSOXI	NSCXPDEOYKFHRZLQVIGBUWMTJA	ZTIQOJVYAGUPFDKWRLHXCNBMES	XETAQONMICYPWKHDGVBUFJLRZS	ZBKPQCOUYXLDRWSGJHITFAMEVN	OPQUYGKRLAJDMHNIVSEXWZTCBF	CLMUJSBPNVTIDWEFXOQYZARKHG	XEKPQUZYSWGTRNBCALMOVJDHIF	EHYNRLDCUTMIJKZXFBSOAGQPVW	DXQCHOGTULWSIAZPBVKRJYMNFE	AYNWITQDRSGXHOVCJUEMLPFBKZ	CIZJTNKFDVOBQERMHLXUGSYAPW	TVCZAWSRFOENIQGYKDXUJLMBHP	KHVBOYNJCZXGAUIPEQFSRWMTLD	MYTDNJXBZACVFLEIOWSPUQHRGK	LTBKMFEJUXGWDQYAPZSRIHNCOV	SIEAZUDCGJQBXPWNHLMYRTOKFV	UYOGBIFQSXDTMLEKRZJCAPWNVH	RIDSMPOFBHYGUCQATKWEJZNLXV	CGTPEOVXKIZYUBQALSMRWHNFDJ	0
main	27 	Alex 	 oneCued 	 0.0 	 right 	 355.854892661 	A 	I 	0.0 	14 	0 	2.0 	HNCOEKYLRGDJXAZVUSMIBFQPTW	NEMLTGFQHYZIWASBJKPVUORXCD	IOPFGVNYLHCTEQWUARDMBZKJXS	DMTJWGNPRZXHAYBECKOIUSLQVF	TMZRKDNIHEWOYBSCAVGUXFLQJP	JVUQRDINKLZBPFOSGWTMCAHXYE	IGPNVUOBXSLRKFMADJYQEZHWCT	QPARWYIFCHTKXMBLUSDGJEZNOV	UPKOJFDGLCTISXMWAHYNZVBRQE	MSVGDFHKNXUILBAYWOZTCJQPER	OKGLCBAERHWXNTMDVQUISFJPZY	QRHZUVTPEFYMAJCLOWXNGIBKSD	PABOTDVSKIWQYFUCZHXRNMEJGL	BIXPWNYGUAQCDFJTHKVEOLRSMZ	RZNPMGKELTIUAJCVDFSXYOHQWB	XFASJYHCVKWZIRMTODBPQUGENL	JKEUFTZHQRNCDMPGIAOVSYLBWX	ORPMHXVISUZGJLWKBFNAQDTECY	HYXZOCMIALKJUEQNSRFBTWDPGV	KXCRBDUIGOJPTNWVFSHQMZYLAE	CUEJGAILKQNZVMHXBYWTPRFDSO	1
main	28 	Alex 	 oneCued 	 0.0 	 left 	 292.622287031 	E 	M 	0.0 	3 	0 	2.0 	ADUWZXCQBLTIKEHVJNFOPSMYRG	NYUIMWTBGFVASROQJXDKZLPEHC	HAUQZYJEFGNVCRMBKLSPDWTXOI	IFSNCOGBMHEQVZUKYLAPTJRXDW	RUZEJHBNMVYKGSTFCPIXLAQODW	ZGXELPRHOIWQVUCMSNJBDKYFTA	OCJNEQFGPABKLDXUHSTRVYIMZW	IMHCFLBEQVYUPSZNXTKADORGWJ	BHDNUZWSOVELAMFKTXYQRJIGPC	UPGCMLJONWKEBYFQDXSHTRZIVA	QMFVGAHTONBEPSUICKDWRXZJYL	XYDCRNBQMKOJVTFPWGZSHAELUI	MHETJGBPORAKZYUWFNVCSIDXQL	ZQKAPJBLMYCIGREFXHWOUDVSTN	CUVWIPDQYJGOBRKXLMHTENSFAZ	DUZGSRCIFJYXHEBQLATKNOVWMP	IOWEFQJXRUCYPMNSVGTKZBHLAD	QUDXOCKWBEVZPTGLMSAINRFJYH	FIHYZCBXNEMVJQRSLKADTPWGUO	QTXLYNDEKFVJWOGRBHSUMPZCAI	KLEXMGTFWRCZHVIBQSAPUDNJOY	0
main	29 	Alex 	 oneCued 	 0.0 	 right 	 106.999756137 	V 	Z 	0.0 	14 	0 	4.0 	JMGADFBVLRSCZEYIHUKXWQONPT	YWKMGZEXSDBVTRNFAPJCOUILHQ	FRNYBUKZHDWEQCMGJPSTOIXAVL	RIFDGSPLBOTWHQAZVXCKMUNYEJ	FAHSWZRJICYTXDPNMVEBLQKGOU	RDUXQPOHICYNWEBTZLGKFAJVMS	BVCAMHTFENUXZGJDOIQKLYPWRS	QKDASZTHXNWOCMPELVYJBFIUGR	HYILNVGZCMDKJREASBTQUPWFOX	DPARUMBNYTWSEKZXCHGVOLJQFI	IHYDMQRNXLPKASJFGCVUBOTWZE	YESJKWNITVAUDLOMGQCRBPHZFX	WZGDMRNHJBYPLFVTOUCQIKESAX	SEJMZIKLGHVDWPYXAQTFOBRCUN	XULHIBEZJGOVRPDTAWSMKCQFYN	YQIALDVUZTSOHMPJCEGNXBFRKW	VUIBWMSKORQYJHZTGXELPCNFAD	LXYESVKMWUJHBINCQZTGPFDAOR	BXQTNEFDLRVHUWOPZGYSJACMKI	ROGLKZMTPCSFWDVHAJXBEUNQYI	SEPRMCGBFNAQTJUZHLVDYIWXKO	0
main	30 	Alex 	 oneCued 	 0.0 	 left 	 13.5701925853 	W 	L 	0.0 	8 	0 	2.0 	TGURBKYDOCEASXLWJNZQHMFIPV	LYZNAFOXTSHEWDJIGBVKUPRMQC	RINLFMVESWYXGCZQJKPUOATHDB	WLMXZAFRJVQNBOGCDSHUPTKYEI	RAKPYFGCBIUXEJZLTQWMDVNSOH	QEGPITMAWVUBZROLXKHCDFNYSJ	PTRYKUWHNJDQMVSBAFCLIGXZEO	XKOIWZRLJGNFEUMCVYTSPABDHQ	SETXMRVCQLNWOUDIJKZPBYGHAF	BUECKMQGTJSADYPZOWIVXNFRHL	FJGDXWYLRCZOASENBIVHQMTPUK	MJZDQNHGSRTEYPUILXAVWKBOCF	ZUCEKVJIXBPHWAGNTRLSFDYMQO	XUVEDZOSJBAFLYCKWQNGTRHPIM	OPGKVMTEJCIDYWSNRUXLAQHZFB	MEGOTCIWSQUVBJZRNFXKPAHDYL	HXMZCTYSPEOWQAJFNIUDLVKRGB	VAIMKSYQXFJEWRLDCOBNZPHGTU	QGBTDFUWCOSJXAVMHEYLKNZRIP	NTZIBCLPUFMKSGYHWEQVOJRXAD	UZACSNWOQHFJREVMBTKGYXILPD	0
main	31 	Alex 	 oneCued 	 0.0 	 right 	 211.969644889 	E 	L 	0.0 	2 	0 	2.0 	LOQYUKWTSENBHVFCRDJPGAIMXZ	NDXJVTURBGIKFSMAZPELWYQCOH	DGZAURLOEFWXMJCVNBKPIYHTQS	RUMQEDIASBTLVYJPKGHCXNFWOZ	YJNDKIBHQZSXMPLGVWOUACRFET	ORAFPTGNESHZUQCBMLIVJYDKXW	GXSLQJPHCVBUMAYEFWKORDZNIT	ACULFOEXMQBZRWVSNDTJPGHIYK	CKPDYHFBILNJRWGETXASMVZOUQ	IDBXAOTKQEZPRUGSYMNJLHVCWF	AXIEFDKJTUZSOWRGQMCHNYVPBL	AWYGENFZOMBCTILRPUDSQVHJXK	MHOSWGNKRCEJTQXZBLFIUPAVYD	KCWERZFHVQUYPSBTODNLJMAIGX	CQJTAWKMUFXYDLOGRIHNPBSZVE	GSMUZNRLCXFQPOYIJTDKVAHWEB	QLFJRIVCMXEDYUBOTSHNPGKWZA	RNWCYGVPBTMDQAXULSHZOIEJFK	IXAQKCYWVEMUFJNRHLPZSBTOGD	HJIUPLAOKTMFYGCBSXREDNWQVZ	SADUOCXMRHPGWZVQJTLBNKYEFI	0
main	32 	Alex 	 oneCued 	 0.0 	 left 	 101.994384089 	R 	G 	0.0 	2 	0 	2.0 	FECIPXMQJLWRZDBAKYGOUNTHSV	SARJQVPZCMYXUFLIOHBWGTKEND	SYKODHGERZMNLPUIQTVJFBXWAC	RXVFDKSPWZOQNJYHTGCAUIEMLB	GWNEHSPIZCRVOQUDFBLXJTKYMA	GKMLHBXZEYPOFNCVTSRDQIAJUW	ABZOURTIDNESKWXPQMLYFVCGJH	SNYPZTQUIWVJMXFHGOALKREDCB	YGHTOCMIRJDUZKALFNXEWBPSQV	YTICNKLFQBAPRXZSMOJWDGHVUE	ULYMXNDHCJIKWFTAERPOGBVQSZ	WJPCZAXMLFSHGBDINYVQUORTKE	ABTULXEZKHVRPDWMQFNSYOCGIJ	OJYHBFPRTZKCNIDWVQXLGSAUME	SVRPMWQGFCOXEZJITHYUABDKNL	ENHYBOVIJFSPWCGUMRDXLQTAKZ	NPRQXAZGDYMJEUIHCTSBLKVOWF	IQGTKFDNAYMXZOEBSRUHLJCWVP	EXTPNZHWAVJSYFQRDIGKBCMOLU	OKAPDHLTQYGERZBNSJFUIXCMWV	RFIQHNZBXJDULPSAWMEVCYOGTK	0
main	33 	Alex 	 oneCued 	 0.0 	 right 	 168.857683009 	E 	Z 	0.0 	11 	0 	-6.0 	OKICHSQXNJWGFTYBMVLPDUZRAE	TLAJERNHMQDVWIGYSZFKXCPBUO	AYNZWLJEFGIVKPCQOTXUSDHRBM	NTHQVSJLRGZMWIXKECYUOABFPD	AWYVLIKCJTHPENDSQZMXOUFBGR	TEIVPZUDFHJAYONKGQMLRXSBWC	BCDAGWQFYUPZSIHMKORTLXJVEN	XDPCYZMNHVWKLRGAOBTJESUQFI	MXJYAPWEBQDFTHGZSLRKUINOVC	HIDYPKRVJUXSOFQBZMNWGLTCEA	APZVXNGBWHTFQSYMDREOILUJCK	GUIETHWCSZKFJYNLRAOVQMXBDP	LEGBCWAKMXHOSQNDIFPRTVZUYJ	XQJDPYAGOCTIUNWRBLKVHZSMFE	YQFCLIRBMHVPTNGXSUJAKWZDEO	TJFUPDIXQWRCHEOLGVMZNYBSAK	FOSELXNYBPGRZJCVDTIMKUHQAW	MLRNCEQISHFZWOBVYTJPAXDUKG	ACGOQBRNUDFTJYPHIELWVZMSKX	EJLOKPWRDAYVMBHSCQXINFUTZG	HPGOSVDIFMBCJYALTENWUQRXZK	0
main	34 	Alex 	 oneCued 	 0.0 	 left 	 1.07858348788 	Y 	W 	0.0 	0 	0 	3.0 	ZBMSKGVPWIFYCXNTQJAUEHLROD	RMPSBWTFDCGALHXEOYIVJQUKNZ	ZFNYHTDXGIECPWUBKVSROMQALJ	HFAYXOMQGKWPTIZBEUCLNSRDJV	BVHSWTENYXOLGDMCKFZQPUAIJR	BEGHYSZXULPQRIWMAVKOTNDFCJ	KOFADGMUWESPVJRLCBTNXHYQIZ	ONMVTPFSACYIHXGLBWJEDUQZRK	RGCAKYNUHWOJMTDQISLZFEXPVB	QARDGJOHBWUKINELTPMZXCSVFY	HTAMSQDZPFIYCBRELONGWUJXVK	OZPMFHEVQSTBWJDGCNRLYUXAIK	NKFOEQVMCHARSBXZPTDGIUYWLJ	WLDOHVMSYECBPXNTIRJAQFZUKG	TLGDOHVQWUXCZSKAIYBFNEPMRJ	HYGCTOLZVMDJSWEPBXURAKIFNQ	BDEPJXUNCRZKWISATLOFMVYGHQ	RDKMUIQHAZLCGNBVSFEJXPYWOT	JBYIFOLGSHCREMQKVUNZATXDWP	DUJRWOETVZMYBPQNKLXHSFGICA	XMFHYIQKOSJCBWLEGZVDAUTNPR	0
main	35 	Alex 	 oneCued 	 0.0 	 left 	 93.6883437556 	W 	W 	1.0 	6 	0 	0.0 	CMKYAVISGLBZORQWJTUDFHEPXN	RWZXTNUIJAYLFHKCPDGOEMVBSQ	KCOSFEWVZJQBYIUPMDGLAXRTHN	CUFIWZEVTHSNBQLKGJPMYDRXAO	NHADKFURIMGLOVTYPSEQXWZJBC	ZJQIEFNAWRPHOTSUMYGKDVCLBX	SGAVMXTKRCWLUBEQJOYDZNFIPH	ODRWAGSFYVKULXQBMNIJHPETCZ	JDZUQEBGNFIHTKVPWSORMCALXY	PYNDZLMICXSGRAJVHQEWTUBFOK	XFKVHLNMWORAJZSQIYPTEGBCUD	WLHDAPJYOXBNESZMCVUIQGKFTR	SXQTKWPOLFJAEZRBVDCNGUMIYH	LOANVFXEJKSWHIBUCDQGTPMZYR	WTEYOMKDVIHGZULNFQJPSXBRCA	YBCVRQGHPOIKEATNUSDMWJLZXF	NAKSJGIOPYRTUXDQVLBFHCMZEW	ZCMNUXJETWRYVFBOIKQPGHSDLA	EBYNJFXZKUTCMAPVWQIOGRSLHD	JKYLQEPVHIZCFOXTDNAWRGMBUS	RPSKLNMYUZAIGBWODCVEHFJQXT	0
main	36 	Alex 	 oneCued 	 0.0 	 right 	 260.245264921 	X 	I 	0.0 	13 	0 	1.0 	JROZLKDTGPXUCSWBEIAMVFQHYN	GMFNSLHUAKIBRWEVTXPJQZYCDO	IBHETNPRCMUFZVJKYDXQWLOGAS	WELKPNTBFAVOMSXUYZGCRJIQHD	AQJWZTLPMNDHCXIFVGOKSUREBY	MNCZQWDEJIPFKLBASVRTYOXUHG	MJGLWIKXUODPZBECYQASFHNRVT	LYGZKJAXDWSFVNBTPCHOIERUMQ	SYOZVHPKUANITJCGXMLRBWFDQE	CXPQMSDVUBFHOAJYRLGZKWEINT	TNDWKUBOYHVAJSQIZPFMRLEXCG	YGLRZOQHKEIFCJSWXDNVMTPUAB	DGVIYECPWMBQFJZULSNAOTHXKR	JWQTEAFHIXKPCRBOZUYNSVLDGM	ODANTRIVZGEMSKLXJYPFHWQCUB	ACOQDFNHYZEIPKTUMLXSGWBJVR	BNOVWDCJIPLERHFTZSXAGYQKUM	EIXJSRMCFGBPVYUWKATLNZQHOD	IFTJDEOMQSCPZLXVYGRAWUNBHK	NETHLRSYWQPKOGVJXFMUBCDZIA	IWBLUADXRNSJCGFKPVOZHQTYME	0
main	37 	Alex 	 oneCued 	 0.0 	 left 	 235.279865645 	W 	T 	0.0 	17 	0 	1.0 	WETAPXSJHYCIZBRVMULNFQDGOK	EQSOPLZYWKUFNGCXDBRVTHAMIJ	YQLKNAXESUMOHGBWTFPZVIRDCJ	MWOJAGQCFVDYIUXLRKZSNBEPHT	KDWVYSUMABPEHGTRCNZFLIOQJX	DNWXHAMLKSOQEGBIZTVUJYFRPC	RLIBKUCMNVSTWDEHPAFOYJGZXQ	APVZFXQMEISHJUKGWCRODBTLYN	NOWQFHSDRGULAPEJTMKBCIZXVY	JWQGECLPUDMRBTOHVXZKNAIYFS	TDBGWJIVERSOHLCQPUXKAZYMNF	UVCKQMRNETFDXWZPYHSOJBGILA	WLMGDOVFYPASCIBQKNEZRXHUJT	WAQLGDSPICXVOZENJMFBKRTHUY	TFRNGBCVMWQDYHOAUPLXKSIEJZ	LURBSXPINDFKQHWZGMCOJVAYTE	ALZUHDFGIVNSCRBPKOQYTWMJEX	JHKINRXBMVTWODUACFEGQPSLZY	DLISPABZURJECTKFOGVXHWNQMY	NCBTWZIRQFYOHPGADUMKXELJSV	EUCATPDBYWIVSRGXKOLMFHJQNZ	0
main	38 	Alex 	 oneCued 	 0.0 	 left 	 123.990430915 	D 	L 	0.0 	1 	0 	1.0 	CEXFZMOYINBHLGDQJSUARKWTVP	KONZRGPHYLDUFQVCITMABWESXJ	JSHVRLPZKQNIAFCWEXMDBOTUYG	EWNUIQSVGAFXYJZDOCKBPLTRHM	FGQSTDICZJWORXEPBVNUKAYMHL	HPQAMDXGLBJWEZSIVCFTRKONYU	HULFDAIJZSPGVQWETCNMKYOXRB	NRBPTWSXMHQDYCEOGZIAVKLUJF	OJSHDTPZBFUXCEGWIQLKRVYNAM	KLAXETSGDIZNVJWPFQCUBHORMY	ZJDBHGFOMKSIEQXAUTCYRWVPNL	WDKMZXOPINTYAUFBQSCLVEHJGR	LFMNXPDOBRAWSVZHTEKUGCYIJQ	ODNPARHTFLMSUYJGZICBQWXEKV	ERCPVZLJFSMWXOBGATNHIQUKDY	WYIZQHLUTNBPSRGFKVCXJADEOM	ACDSMZUYLRTKFWPVHNOXIQBGJE	TSLKZCPRVOHQNAJDIWXMUYBFGE	ROZNYTLQHUBMJIVWEPDGSXCAKF	QTFVYIKOBXDRLEZGCUPJHSAWMN	GEUHZOMNKXSTWAQRDVBLJYPIFC	0
main	39 	Alex 	 oneCued 	 0.0 	 right 	 280.537269047 	S 	M 	0.0 	3 	0 	1.0 	YZNULMRXSVQTWGIBEKCJFOHDPA	RDPTACQXJIYEOZFUGVWSLNMBHK	KQGLCPEMVRJTNBWOIXDAYSHUFZ	AYINBFMSPEKHRXOUJTCQGDWVLZ	EXZCKMFYRJWLSIGUQTBAVNPDHO	NWTCMOHEQLIFJDUYSPGRAKZBXV	BTOEKQWRVZPLSHFXGYDJMAINUC	UTFVZXERMKQNPLDSIHBAWJYGCO	FYHWDRJVTKECZXUNAPSGOBMLIQ	GCZMJUTOYWRXBQPVLDSHFAENIK	TORSEDLUYFKHZAXNGCIVPJWQMB	QVRUWBGIDLXHPEJSCTMKZYFAON	MQNZLTHKRGSWPFBUODYVJCIXAE	BVSWEYMCRFKGILZQANJOXTDPUH	FQHUOKNJGRLCVEATDYIMBZPXWS	XOIYUKBFGVLASCWJTQZDMEPHRN	NTLRKOYGFQHPBWMCZVJASEDUXI	XSKNVCURYMGBPLDEJQIAHOFWTZ	ZDASPCOXNVEBTHFRUMKQGIYLJW	LCJYSGIUWPDTZHFRQKNOVAXEMB	ENKSIAJDBQXZFOVGYRWUPHCTML	0
main	40 	Alex 	 oneCued 	 0.0 	 right 	 335.789595477 	D 	G 	0.0 	7 	0 	3.0 	EOMIXFYZTNCWUVLGJSHKDQBAPR	HLEXJQURZOACTFBPNVIKGDSMYW	JAVFPMDKXTNHOIBGREYCWQUZLS	OMSVTLCKRJQEHFNBIZWYXDPUGA	ZQRJGNUPXSHCFMWIBKDVLTAEYO	VNRBHIGDZPFSTAYXELOQUJKCMW	KSWUEDPNMLABOYQTVJRXHIGZFC	HIAETZVFOGCMDUSYRLXKWPBQJN	ATQUZIJFDBPLGMSVWNHYRKXOEC	PCFLYSTEBHAKMDZQNRWXJOUGVI	FYWJIZDKRMECOLPBVGATXUHNSQ	WBKXCIJALYMFHSEDPGNUVOQTZR	YUFESZNWBJKLHXVMGOQRDPTCAI	FYPIBOZXEJUDCAMKVQRHNWLTSG	DSPZVLOJENXYAITKRBCGUQWFMH	MIJKVYGTFUHEDASLZRPXCWONQB	TALSYWIHJEXBQFNGPMKVDURZOC	NGOUEHRLTCVYJMWZSQXDIPBAFK	ZIWVEHDNAPSBMRYXTFOLUGKCQJ	ZRCPMIXQGBKJDOSVWAYLEUHNTF	ETXYSAPHLNIUFJOVKWBCDZMGRQ	0
main	41 	Alex 	 oneCued 	 0.0 	 left 	 292.622287031 	A 	H 	0.0 	0 	0 	1.0 	CBFTLOKDHAIUEYRSNMXQZGPWVJ	FRODPMZSXUKLTYBQVHEANWGCJI	PUHXRLMEVWZFYDGNBOKIAJTSCQ	TOLWBHNSQKVYUEFGIACJDZMXPR	KABIMDVCTYJFZNQEXSPLROGWHU	KWRJIGMBOPXHLSCEYDVQUFATNZ	YBEIQKPDFVXSNATHJMCGWRZOUL	FSUOIDLAGVEMYHPRWXBCKQNTZJ	WFIRBDPUKHEJTALYGCOSZVQMNX	BCHXPLGSFUJVDMWRTQZINEOYAK	EFRUHLGAWCQVZSMNXOIPTKBYDJ	INOFXCTDBJPQYVMUGKAZHLSWRE	YDMZAKIJFUTNXECVLHSOBQRPWG	JFRUWYGZXOQIVNPTDMHACLESBK	UDYKANRTWPFIQMJLCZEVXGSOHB	HGPXOBSFCTZLANRQJUEYDKWVMI	GCIDQSVNJXHPALKOMYFWRUTZEB	WOSUDILKJZNXGCBAHQEVPMTYRF	FRJWTGSVEULDBQHMCPOIAZNYKX	FHXKJGOERIYQBCWTPMNVAUDZSL	JYBIDTFNHGXEWAQOKCMVPZSRLU	0
main	42 	Alex 	 oneCued 	 0.0 	 right 	 260.245264921 	G 	P 	0.0 	16 	0 	2.0 	EXSMJKRNAZWTICVLOFGUHQYBPD	RXUCJNZVOILBESFHPDQWKMYAGT	RLUKMYPGETZNBFOXQJDAVSHCWI	POZULTWQXCGBYHNDJEFSARKVIM	KYUNZJCQVXIRPHAFELTGDMBOSW	OPCHFQLVEZAKDXMTJSYBURWNIG	XKNEWDHPYGQZOUVTCASBIFMRJL	IPEJRHACLGMVOWZNTXBKFUQDSY	WCKDVIUAYSOTBRQHJFPEGXMNZL	IMZVDSUEOYARGJLQCHNTPFXBKW	ICZQHAUFRXNVYMWDTLOBSKJEPG	ZVNTCOHMEKWLJURBDPGIQFSAXY	XRGDVUNIHPKMBQCOFWJSETAZLY	WFQXCSGHROEVLJKDUMZAYBPTIN	HRQGCZKDBSMLFVEXTNIAUWYPOJ	LGZNBIKMOCPYDXTSARJWHVFEQU	IELNZVTKPOGYRUFQAHMSJWBDXC	MGIYJQRLOACKDNVHXFEZWUPBTS	IOLUCPYZQHMWBKGRADXTJVFSNE	NDLOSJFBYXEQPHVIUAZKCGRTWM	HRXJZPDIQSUWAYMNEOCLVBGKFT	0
