"","experimentPhase","trialnum","subject","task","noisePercent","targetLeftRightIfOne","resp0","answer0","correct0","whichStream0","whichRespCue0","responsePosRelative0","streamLtrSequence0","streamLtrSequence1","streamLtrSequence2","streamLtrSequence3","streamLtrSequence4","streamLtrSequence5","timingBlips","correctPos","responsePos","condition"
"265","main",104,"CL "," oneCued ",0," right ","W ","B ",0,0,0,2,"DFKRMPELBTWVICYJNUQOSAGXHZ","QAVSXUNKPBYIOZCDJRFTLHMWGE","KRNZTDXPMBAHOWILQYVEJSGUCF","ZLAUDRQTMNVBYJWESXKHCOFGPI","RAUMSZTNHPYKGWEJXDBFVIOQLC","VMANUJTIEPZDGHRFSBOLQYXWKC",0,8,10,"Endogenous"
"266","main",105,"CL "," oneCued ",0," right ","U ","H ",0,3,0,2,"ENZYSIUMCHLBGWORFJKXTDQPVA","EALRXHMISPOJKDYUQCTGWNVZFB","TLWDHVUZNBYXQEKAPCSMFJRIGO","TAIZLRKNEHWUFXBVSPCOYJDQMG","HUSOYJBQZCDIGMFTLNRKAWXVEP","YMQSKGJHLTVFEAIPNCBRDUWXOZ",0,9,11,"Endogenous"
"267","main",106,"CL "," oneCued ",0," left ","T ","U ",0,5,0,3,"FSBKNZLRCTOPYWJMVXQEUAHGID","YCEKJADRQLOBTINVHXSPUGZWFM","JEFYMNZQVSHARCOGKLPUWDIBTX","WCPTFZNRSJBHDGALEOIVYXUMQK","YCPSNQJDTLHOGVABZFEWXUKRMI","ANIOXPRDEQUMVTYCLZJBWKSFGH",0,10,13,"Endogenous"
"268","main",107,"CL "," oneCued ",0," right ","W ","M ",0,1,0,-1,"MQEBKGANXHVDUPFYSTLCJOWIZR","TYUSJOEAWMHCGVZRNXPIBQFLKD","DBNOEYPAIXRCWZVFTMGQULSKHJ","OGZDJLMANVECQPWYKIRXTFHBSU","JCSHFUOTRIDMNAWEYVZBGLPXQK","SIWGVZBTUDXLYEFCRQNPJKMAOH",0,9,8,"Endogenous"
"269","main",108,"CL "," oneCued ",0," right ","E ","Q ",0,3,0,4,"CRKWDMZBFGLIPUQXNAVHTOSYEJ","LDEOXBUTNZWYGKPJMQSHFIVRAC","KLUVXQNTYWFGDJOHCEZIRMSPBA","CKRDYMZQSAHEGNUOVTIWBLPJXF","GLONXPYHEWVCDRFMJIQUATKZSB","EMWLDGJIBRXYOPNQHCAFTZUVSK",0,7,11,"Endogenous"
"270","main",109,"CL "," oneCued ",0," left ","F ","Z ",0,0,0,4,"CIQBEVNDZMOXFRPTYSAGWJKUHL","MXGAIYSPDVLFJOUQHWRCNEZKTB","MFLGSAJKDCNWUXZOQEIRPBHVTY","CFPVHNJOQLKZIXYTMGEAUDWSBR","FVEQXDRSIHPOTMLKWAUNJCZBGY","TPSYFWKGBDHEIZLQJXOVAUNCRM",0,8,12,"Endogenous"
"271","main",110,"CL "," oneCued ",0," left ","U ","V ",0,3,0,3,"RPDAZGXCFNKBWIHSTOQUEJMVLY","ZHYICPTMLNBEVRFWXOUJDKQGAS","ZOXCMGEQJPHABUWNKTFRSYVDIL","PKNSIACXVHRUZBYTJLOWQDGFME","FQVWPKOERJINBSLATZMUGHYDXC","JFWZXGAUQMITPDSOBYVCRNLKHE",0,8,11,"Endogenous"
"272","main",111,"CL "," oneCued ",0," left ","F ","L ",0,1,0,12,"TFZDGHVMORJEIBSYWKQCXNUPLA","JGZAQIOWELRCSKDUVYBMHFXNPT","PBIMQKJTSVHAWORYEFDGLNXZCU","YVAGKECJDUZFQBMPNSIXHOLWRT","KAWZVIDHSJXUGERCMLFBOQNPYT","BFIQJYWNMSEHVALUPOTKZXCRGD",0,9,21,"Endogenous"
"273","main",112,"CL "," oneCued ",0," left ","T ","Z ",0,0,0,3,"MHUSNKZWCTRQDOGPFJELYVABXI","MPYTUGANOBSHLXRWDIKCQZVJEF","YWRBASLDZOVMTEUXIKCPNFHGQJ","MVSAIJUHGRCKONYPEFXDTQWBZL","VGWQYLFRMAXISPTEODJBKUCNHZ","AFBEVRMZUXQOICKHLTNPSDJYGW",0,6,9,"Endogenous"
"274","main",113,"CL "," oneCued ",0," left ","K ","F ",0,4,0,3,"WZXTLAGHKMVJSRUBIQPDFOCYNE","IWTZFLGPDXNOJHKYBMQERCUSAV","BXGLSOZYAVJPWFQIDEMHNRKCUT","WROVHECQBXTINPKGZLMSUADJFY","PVLGYECFTBKNDOIUHWXQMRZSAJ","JUZNSHKEOCTDYWQBLGMFAIPRVX",0,7,10,"Endogenous"
"275","main",114,"CL "," oneCued ",0," left ","R ","G ",0,2,0,10,"CQFBDMSWOEJNATHLVZIUXKPRGY","PGJYTKEDAOFLRNBQZXCSUMVHWI","WXQFHOKZISGECMPBTNJYRDLAVU","PJRHBYNWSTXCIDQKVGMULOAFEZ","TGJBNFKIRPWDHEAOUMQXSLZYVC","ZDXRKACNYWJFPQUTHVGOSLEIMB",0,10,20,"Endogenous"
"276","main",115,"CL "," oneCued ",0," left ","B ","Z ",0,5,0,13,"FJSNHRPKUWBAIMCTEOVQZXLYDG","WRXLNSFCGQIOMKYAPDBVUTHZEJ","CWAIDYVKLJRXMNUGTPESOFQBZH","AMYFQPOHKVNEGCTXZBIJRSWULD","MGFPSUOIKNWQEBXHJLTRZADVCY","NITHXQZADROJMWLPUKYBSFEGVC",0,6,19,"Endogenous"
"277","main",116,"CL "," oneCued ",0," right ","K ","F ",0,4,0,-7,"EWGSQKLRVDTYJUHIFCOZAXPBNM","GXUOEHCYFLRMPZDJVSAITNQWBK","WBKARZDEHPTGMJYXVFNQUICSOL","SWDUKJXVETLPCBIHFRNQOAYZMG","KQNHYVLFWUXGASORCBPIEDTZMJ","IWEXORVBSUQKMNZJGFTYHDPLAC",0,7,0,"Endogenous"
"278","main",117,"CL "," oneCued ",0," right ","T ","J ",0,5,0,6,"XYJFUCLWZPEOMHTBGKNQDVASIR","JKUHSGAECQRMYDOINPBWZXFTLV","ENIXZSQRFAKYVDMGPJOCBLTUWH","DWHBEQRMTUAFSVJYIKOGZXPLNC","NPDCKUWGLSZXIFHVBYAROQJETM","MZYGWOVNJRSPKLTEQHIUFBXDCA",0,8,14,"Endogenous"
"279","main",118,"CL "," oneCued ",0," left ","W ","A ",0,2,0,5,"ITWAGQDKEHZVRJFYCXUSMPONLB","WDHQZJORVXTEFYSPUGCBMLKANI","OHERMTPUNAYLBSWZFCIGDXKVJQ","JRFDOIBAVXYESKPQWHTZUCGMLN","DVJCRXIOWFKZPLHGETBSANMYQU","OJYEKWXPFVDAQSZINULCMTBGRH",0,9,14,"Endogenous"
"280","main",119,"CL "," oneCued ",0," right ","U ","J ",0,0,0,4,"FEQYZLJHRWUIXBNKACGVOSPTDM","HJQUTAGKNSLFZPDIEBYVCXMORW","ENHOATXJYSLWMQDPZFRUIVBGKC","WKRUYVPSGILBXZEMDJFCNHQTAO","RPMYGKAHSOQIWNZTBCUDLVEXFJ","ZBYWLIGDFHPKSTAMOXCNJUQVER",0,6,10,"Endogenous"
"281","main",120,"CL "," oneCued ",0," right ","B ","R ",0,2,0,3,"IFDXKSPRJMYVZUTGOHCLBQWNAE","FBWHDQJUIORVNMSECGKTYXALPZ","CESXDLKUOMRATBVFZIQPYWHNGJ","NQGTBAPMFRKIJHVWDCYELUXZSO","FAESVPQBXLYUMIGZWNKOCJHRDT","GDKHMQALFSYTNPOJEBRWCVXUZI",0,10,13,"Endogenous"
"282","main",121,"CL "," oneCued ",0," right ","U ","W ",0,4,0,10,"IAZLWXJPGMBSQDEHUCNROTYKVF","DMRTYOPKWUEHBVXICSNGJZAFLQ","FYVGZSEHLIXPACQUJTKDMBWORN","MLQISARZKYCFXDNWHTEPBOUJVG","QDOTGBCPWAXEJYRZKMULSFIVNH","OACLREFPMZYNIXUJDVBQSGHTKW",0,8,18,"Endogenous"
"283","main",122,"CL "," oneCued ",0," left ","T ","J ",0,1,0,2,"WEAKRXSOPBZGHMQYVCTUNDLJIF","RGKVULBJZTHDIAOPEWSMCFXNYQ","BLFEDWXRUVNCMYATPHQJZIOKGS","PHUMLFDOZGVQTYABIXEWJRCKSN","TVSXEQIMDLCUNKFPBAROZHYGJW","XZRCIGOVDFUEQSJANWMLTBHKYP",0,7,9,"Endogenous"
"284","main",123,"CL "," oneCued ",0," right ","T ","W ",0,3,0,9,"ZGYHRQACOUXNISTKWDEBLMFJVP","ESBIMTRJLZFAGCWKNVOHDPYQUX","XWKYTOEHUPCQIDSJNARFLMZBGV","APZONJDWMFKXVEQYTSCHBURGLI","EKTJYVNALQDSIMCXBHFZPWGURO","ZXADGUTLEYKIWFMQJOCNHRVBSP",0,7,16,"Endogenous"
"285","main",124,"CL "," oneCued ",0," right ","A ","C ",0,5,0,11,"XORMUAIJPWKDCGSLVNETBQZFHY","SZEGNUIYWLTHXMQBCAKOVJFPDR","HIUGWFSDQLTVNJZRKXMBOPAEYC","UBDVCLNMRTYKEOGWXAHFQZJISP","XHEMIQPTOLBNKCDFZSYWVUGJRA","ETRIWFCGPZBMYUVSNADJXOKHLQ",0,6,17,"Endogenous"
"286","main",125,"CL "," oneCued ",0," right ","H ","E ",0,3,0,18,"LQETVUGAWHKZMRPNYBXCJFISDO","WCZAPFTIEMVRUGJQDOXKNLHBSY","LQZPAOXGFWHVCBDEIUYKJRTNMS","TVZXGIUEKPQABNLMOSYWDFCJRH","XCWZTRPFALUOQIYDVKMHGJNSEB","UONIQWKHPFCAXRDZSLYEGBVMJT",0,7,25,"Endogenous"
"287","main",126,"CL "," oneCued ",0," left ","B ","X ",0,0,0,4,"MHDJNLOTFUXIEVBQSCARZYWPKG","LZXWIUOVYERPDAHCKGJMFSNBQT","TZLNOBVEHQGSCIDKPRWAJFYMXU","TQRVGJXLNWEAFZBMUSOKHCYDIP","KTJNWOZHEQPMUXFVASCILDYRGB","XCAHSIFVLKJNOMZETPDUGYBRWQ",0,10,14,"Endogenous"
"288","main",127,"CL "," oneCued ",0," left ","P ","A ",0,4,0,3,"QCROZNFIHPMTKSJWLBXAYGEVDU","SIXORUNCQFZDKGLABVTEMHJWYP","HZRBOSTXAGKEJPDVWCYIFULMNQ","LZYWRKIESGVHTAXUNDCMOJBQPF","GMVSOUXFWAKTPZEILBCYJHDRNQ","HJQYLSDOMKBWAXGUNRCEVPFITZ",0,9,12,"Endogenous"
"289","main",128,"CL "," oneCued ",0," left ","C ","O ",0,5,0,1,"DQZFWUMNSKJTEAXYVGLRCIOBPH","SJKPBMARTGCVNEIOFDHLYUXWZQ","KZOMURDJBVLAHEWTSNXCQYIGFP","PFXKNOYGSWLAUTBHJMQCEVIZDR","JXOKWGFMIVPNHEYSZLTDBAUCRQ","GPVBNDQEFROCLJHZIWTKYMUAXS",0,10,11,"Endogenous"
"290","main",129,"CL "," oneCued ",0," left ","W ","Z ",0,0,0,6,"ONLJMPGZVAXDQWYESHCTKFUIBR","QHGLUFBAPVDCSWJITMZOKXYNRE","NFHOVDXSCPWEKQBMZYUIJGLRTA","PDQYORCZSFTXBMHKJEWNAVULGI","YQECWFTKPDJXVRHZOLSNMUGBAI","SZKQMPRWTJHCOIVXFDGEYBLAUN",0,7,13,"Endogenous"
"291","main",130,"CL "," oneCued ",0," right ","C ","B ",0,2,0,8,"GHYTMSORBIWDJNKPFCVEZUQXAL","INLBJWUYDVFMGOXKTAHZPREQSC","JPEMULARBIGQSHFYCOZVWKXTND","SECRAQKLVGXUTYOIMZFNJWDBPH","NMSZVFIAPYLDWGCOEUHJKBQTXR","LJDOGRQEIYPKZHTBSNXWMVCFAU",0,8,16,"Endogenous"
"292","main",131,"CL "," oneCued ",0," left ","E ","Q ",0,4,0,6,"ISOALDEXMYTQZNJPCRKUHVFBGW","LVGJSMNFPHXEKURWZDOABTYCQI","UNERLKQCGVSPYBZWHTXMFIDAOJ","PMWKQHDELXSYJUZFCNIOTGAVBR","JADRYBCGQVUXHSEIWMOZTFPNLK","DRBPTLEHZOQAXFMNYUJWIGVCSK",0,8,14,"Endogenous"
"293","main",132,"CL "," oneCued ",0," right ","M ","I ",0,1,0,4,"OCTSMPIKZAQWBDHNJUYGLXFERV","EKSPZOIDTXMHUJNAFQLCYWVGBR","QOYAFUZSTIXGNKLBMCJPWREDHV","DGWMHSBQOCKJLEVITUAYFPRZXN","HRDYJLBWEKOMFNCZUGAXQSVITP","GQICVFDOWXHRTYBEAUPLSZJMNK",0,6,10,"Endogenous"
"294","main",133,"CL "," oneCued ",0," right ","B ","V ",0,2,0,-4,"UJMPDXGWQKCZISOVNBLTEFYHRA","TMQRLCUSFZAHNDIWOVEYPKXJGB","HJOKTMBNIAVEZFPRCDQWYLXGSU","KADLQETZUIPWYBROVGCSFJNMHX","ZPBSVMTICQAUENDGRJFWYHOLXK","ISAFWTUOXLZBPRMHKEYVNGDQJC",0,10,6,"Endogenous"
"295","main",134,"CL "," oneCued ",0," right ","H ","U ",0,4,0,4,"INDYMTPKGRHCVBZJEAQXUSLWOF","UDZTABXQPOCMHIELSGJVYRFNKW","GXEIBRYWUMZSLKPHNDAOTFVQCJ","MBTAHYGOJCFELSDQRWZINXPVKU","RGCVYZPMKUSBJHQXWFLITDAONE","VYHZNFJWLPQUMRKISXOECAGTDB",0,9,13,"Endogenous"
"296","main",135,"CL "," oneCued ",0," left ","R ","X ",0,5,0,5,"AKLNTBSVCHGJEIDZRPWQFXUOMY","FDLTAUGICPRHKEQJBZWMSNXOVY","ZAITKBOXGMSECRVYNWQUHJDPLF","KAJXUDLMOVGZTFIBHECNRWSPYQ","XPLQUEGHVAWNTFYSBIRKDOZCMJ","YZCNMPDVXFQHIRSBOTJEGWKALU",0,8,13,"Endogenous"
"297","main",136,"CL "," oneCued ",0," left ","A ","B ",0,3,0,2,"IGPVQOMRDETHBSUNCWZFLKAYJX","LSINHYKAORJZVTGBCXQEWMFDUP","CYIRZBFMPNXEHDOJAKGLWSTQUV","TXSYHLKNOBJAMRGFQEZVIPWUCD","GQOKCMRYTDEBAVZXPWUJSFLINH","YMXUNVOFQBIZRGWCPHLTKJEADS",0,9,11,"Endogenous"
"298","main",137,"CL "," oneCued ",0," left ","V ","S ",0,1,0,-2,"OJLNZXYQHEPSKRFIGATVCWUDBM","OIMTVBSLRZHWXDJCGQYKNFPAEU","UGOBZNWATKCVFXDYIMQSHPLEJR","PSATYGDMFWQCUZXERJNIKBOHLV","GVRXAZLEIYPSNMBQUKJWOHDTFC","ZCSTUQEGRDOFAJVNMWHPKXBYLI",0,6,4,"Endogenous"
"299","main",138,"CL "," oneCued ",0," right ","R ","E ",0,0,0,4,"YCNIXPZDJEVQORTHSKFLBMGWUA","NPIFKAQMRYGWSUJZDHOCTLEVXB","APNXGLWHFRYJVTESUBIKMCODZQ","NLDGXHEAUFCWKOISYJBRTPMVZQ","JTFVXWBGLCKSHEAZPRNDMOIYUQ","SMHIJZGPOECQUWFANXTKRBVYLD",0,9,13,"Endogenous"
"300","main",139,"CL "," oneCued ",0," left ","W ","B ",0,3,0,4,"XANSIOPQUFKZTEGBMRWJVCYHLD","MCWHQOETUZRGYDPVIBKNSAJLFX","KEVLARIPMCTBXZFHJONYUGQWDS","DMOIQKBAXUWNCGESRYHLTPFZVJ","WZGXNJDCESBIRTHAKUFMOYQPLV","RMJIHEOBQUGTLWCKVYDPSFZNXA",0,6,10,"Endogenous"
"301","main",140,"CL "," oneCued ",0," left ","U ","R ",0,5,0,4,"AWBLURIQYZTJHPKXNSMDEVFOCG","QGDHAKVMTRUPEBZYJSCWFIOXLN","CNOHQBAFVEDYWSJGXRIUPLKTMZ","ASXRUWCLBJEPVHDQOIYKZMTFNG","QWSCRANMHDVKJIZBFYTXOPGLEU","CTNQPARMOVUXWIJDHGYFSZBLEK",0,6,10,"Endogenous"
"302","main",141,"CL "," oneCued ",0," left ","J ","A ",0,1,0,7,"SRFNDXBUTPJHGWOZVKQELYIMCA","EMHTBSYAFCVPXKJZLONQDURWIG","KXNOFSYEZDHMPBWJQVTRAIGLUC","EQCPLFHBZYRXGJTNIVDAWMOUSK","HNXJQZLEIFPSWRKOVBMTYDUGCA","MKSGUPWFCXDIQTOVZNBJYHRAEL",0,7,14,"Endogenous"
"303","main",142,"CL "," oneCued ",0," left ","E ","Y ",0,1,0,4,"LFEWBVOSMRCXIPAYKDUJGQNHTZ","DOCVHAFGZXYIPJERMNWUBQLSKT","UKYZLGNEHMVBXCDQITSORAFWPJ","KNRZYQLPFSMOAUGTWJDIVECHXB","CEYOKDVPQBUZTHGMIWRASXFJNL","DBVHCRPWLMIZNJQKSOGEUYTFAX",0,10,14,"Endogenous"
"304","main",143,"CL "," oneCued ",0," left ","P ","E ",0,3,0,3,"MYTSQUKIVXRPFJNZBEOALCWDGH","BJLNTZCEPORIQKUMGDWAXVFHYS","SJLWXYQCUNMKDOZPATVEHBIFRG","LOJTKZCNXEBVPQYRUADFIGWHSM","OWZVITYCXEUPLJRMQHDFKGSBAN","VIWFXZUMLQNGHCRATSKYPJBOED",0,9,12,"Endogenous"
"305","main",144,"CL "," oneCued ",0," right ","I ","B ",0,0,0,6,"PGEOTMWRXBVHJZQIKDFLSCANUY","RPKXGUTZJADLBOCFHEYIMSWQNV","YVASCGMZDOFKHBWETNLXUPJIQR","HVMAXBLPIFOKTNRYCZSEGJQWDU","IUMZPSQGKJCFTVBHOAXWDYLENR","UFKTZBNJHREPIOVLXMSDQAGWYC",0,9,15,"Endogenous"
"306","main",145,"CL "," oneCued ",0," right ","J ","S ",0,2,0,3,"MPIAXVFGZTHEJSLCQDWROUBNKY","XDVBHOMFYTRKGNIAZSWCEJUQLP","MEHRVANTDOSCIJBQYUKWGZFXPL","LCXOYEDGPAKHTIBMJWQSVUNZFR","FOULKGRJVPXWYEDAIHZCTBNQMS","APZVWIYKRFSBUNDTGXJCLMEHQO",0,10,13,"Endogenous"
"307","main",146,"CL "," oneCued ",0," left ","T ","N ",0,4,0,5,"KGZBLJOYQXCERWISHFDAUVTPNM","QEBLRTSPIWJNMOXAGVHCKUZDYF","FDWPIXMLZNYKTQJSVCBHAUGORE","UHOGQEXFYVZTKRSPICDALWMNJB","WYMLQENSZKPTHAXOUGCJFIBVRD","QAXRDNBZLYOSMCPIVFKGETWHJU",0,6,11,"Endogenous"
"308","main",147,"CL "," oneCued ",0," left ","U ","Z ",0,3,0,8,"OTMSALIVWXPRQFUCJHBGKDZEYN","BVORKDFHTNGLXWECZYIJQPSMAU","IBLHWOPAUCRKYTEGNZDSFJMXVQ","QPNXSGVZCYMJTHEUIWOLFABDKR","QZMBGEXHFVRCIWYOADNPKUSLJT","KWSJRTNEFXGCOYMIULPQZAHVDB",0,7,15,"Endogenous"
"309","main",148,"CL "," oneCued ",0," left ","P ","Y ",0,3,0,-8,"YJAIXBUTLDRWHCVFEQKGNPMOZS","GSZCVOJTRYFXBWLHPIDMKNAUQE","ORJFNDZWHKLBYXAMITSPEQCUVG","WCPUJTOFGXYALQRNKBMZVIHSDE","UAGVHMRSXNTPFQJLIKWDEBYCOZ","UPNAVSHZGILREDWTKXFJYQOCBM",0,10,2,"Endogenous"
"310","main",149,"CL "," oneCued ",0," left ","G ","H ",0,5,0,2,"ZJNXPBDIWFGMEUYLQKRTVOCHSA","MEGXOWHAVDUNBLPZTCFSRYIJKQ","TGKBMLCRSYNDZVAJOXUQEPIWHF","KTXCGLIOHVFJAZSPENYUMDWQBR","BXTRYSJCMHOVGWKIQPDNFLEZAU","MNRYZUXPHOGIBTVCJWSDAEQLKF",0,8,10,"Endogenous"
"311","main",150,"CL "," oneCued ",0," right ","S ","B ",0,0,0,3,"MVYEOIDFALBPCSHWZKXUGNQTRJ","DSXYNGKOLPRECMZHUJTQAIWBFV","PILABCOYNHVGSWTFDMKRZEXJQU","WOIJFNVLPEAGYXZDTHSUMQBCRK","FJNAQYREOZXBIKWVTLPDCGHMSU","DXFACRLBJUZQWEMOTNIYVPHKSG",0,10,13,"Endogenous"
"312","main",151,"CL "," oneCued ",0," right ","W ","C ",0,4,0,4,"NZGTIQJXDOSUVYPMHAWRFCKBLE","FRXCSTVZNJWYLEGDQHKAIPOMBU","IZUWSRMBONGFHPEQLJCYKDXVTA","ATHYDQICULENKROJXZWFSGVPBM","XJIEAPCUOTWVRFNQBMSLZYHDGK","QZGYVTDCSLNWRAEUMJHIKFPXOB",0,6,10,"Endogenous"
"313","main",152,"CL "," oneCued ",0," left ","L ","G ",0,3,0,3,"CNFKOVGWAZEDMUHPITJLXBSQYR","GTSJMYQWOLRIZXNAUCFDPBKVEH","ILXWKBODTVEHFSZPYRUNCMAGQJ","MJPBKNCUGSVLRIQDEAWOZFHXTY","CPIJGTMFXSHKDYVQAUNORWBELZ","IXJBCULKYGDNQAWZTPHROMVESF",0,8,11,"Endogenous"
"314","main",153,"CL "," oneCued ",0," right ","T ","C ",0,3,0,6,"RXTIWKFUDVSPHOZNQGLCYBAEJM","TWOBPVIJYEKGQHZUMXDARNSLFC","XKAZOHQNDJGLTUMIBFVCWSEPYR","JZEWMHXLPCAQNYGTDROBKSVFIU","FEOYTIQPSJCBDUGANMKXWHRVLZ","QMODKIVWFHPUTAGRNSBLCYZEJX",0,9,15,"Endogenous"
"315","main",154,"CL "," oneCued ",0," right ","F ","Y ",0,4,0,4,"LBYDUEKFTXGRSVCIJZOWHMAPNQ","HSFLZIODUCPNYEVJAXMWRGBKTQ","LDIWVAZHKTFXMUSJCBGQPERONY","XSJVHNAMKPEYQTWRLDZBGOIUCF","QJPRZSAYVLUFEDIOHMKBXNWTCG","RKNEPQMXCYWBHIGLUODSZFJATV",0,7,11,"Endogenous"
"316","main",155,"CL "," oneCued ",0," right ","D ","M ",0,4,0,7,"BAPDCUWTMXJVLEZIFHQGNSRYOK","GQIXWEUYBRPCFZHVTLJNADKOMS","MDTVZRNBFYQUGHPXELISJOKWCA","FIJRYZXWSDAMBLPKNGCOVUHTQE","BTAZWYSKMRGOLUVDFEHQPIXCNJ","KPOHVYZAWSTMJUCFEQLDRGNBXI",0,8,15,"Endogenous"
"317","main",156,"CL "," oneCued ",0," right ","U ","Y ",0,0,0,2,"ACLTQBJXYKUORWSEZNPMGVHDIF","OCIDVKXBZFWQHEGATJPYUSMRNL","VDZUCKARXLIEFYWSQMPGNJBOHT","BNQDTHPSIRGUFWOXMZJEVKYACL","ILPVKEGDTWFACYOHRJNXUBMZQS","AMKNBXDLQOUTYWGZVEJFIRPCSH",0,8,10,"Endogenous"
"318","main",157,"CL "," oneCued ",0," left ","S ","C ",0,5,0,11,"VWSKAPHEUYBIZNTRDLCFOJXGMQ","JQNYDKCMIHXUEFGTPZORBSVALW","JOYSRFNQPXADCTWUZEGLKHMIBV","HXZJDFPMORBSEKQUTLWAGICYVN","WMTUZKYADVCPLSOBJHQFNIERGX","MUKRFQNXTCPWOIBZHVEGSADJLY",0,9,20,"Endogenous"
"319","main",158,"CL "," oneCued ",0," right ","A ","C ",0,4,0,7,"JUOPVKXFCHEBRLQTSGDMNYAZIW","AJDIYUXLEHOQZPWFKCVTBNRMGS","PNIZKQGOYLTXVBDUERFSJHMWAC","QFZNELYSKOVCIXMAUDJBGTRPHW","PMYJKECXNSBFQALTUWZHIRDVGO","MQLUSCNDVBEGZHIWXJYFOARKTP",0,6,13,"Endogenous"
"320","main",159,"CL "," oneCued ",0," right ","Y ","O ",0,3,0,4,"ZSEXVNRDMIJHBLWKOUGPYTQFAC","JXDMQNFLROWPYBAUIGZEHTCSVK","ZRNYJGSXCMWTHILBQVAOKPFEDU","PMAZWFUOCHEYBDKGRSIQJLNTXV","CZFNALBWGOVJYEDURHKSXTIQPM","WXUJZETCDLVHMGBONPSAKRQIYF",0,7,11,"Endogenous"
"321","main",160,"CL "," oneCued ",0," left ","S ","V ",0,3,0,2,"ROCBXJMWIFHSKGATYLZVNDPQUE","DRTACYLXOFBPQEWZHIKVMJUNSG","SBERPOHCXKGVLIADJFWUQMTNZY","BIGHYQVMSLZUEACRKJTDNFPXWO","QPFZMGYRANWBKIECDLVUXTHJSO","VGZEBSTWOHXALQFRIJKDPNMUYC",0,6,8,"Endogenous"
"322","main",161,"CL "," oneCued ",0," left ","T ","S ",0,1,0,13,"NRXUWYZVPFSHOCTBKQDLJMIAGE","NPCALKISRYFMJWXBDVEUTGZHQO","XNLZMCQJDHBYVTAOGPWFURKESI","RWSAYETODFXJIPMQLHCNZBKGVU","FAQKIJRXODSTHYWGBVMCUZLEPN","VSUALDJGNMXBTWYCEHZOPRFIKQ",0,7,20,"Endogenous"
"323","main",162,"CL "," oneCued ",0," right ","S ","H ",0,1,0,3,"YKZJNCIPSHVWAOTXUMFQBLGDER","FNKAVCYELHXDSUTRGMPBIOWJQZ","QVKSHEYXBLMUCNWGJZFIPRDOAT","DWFVQUMHNPKCIOABGYJESLTXRZ","YTMBLDOKARQJNCSXGPVIEUZHFW","TLOZAVQFPDMKYNUHCSXGRJEIWB",0,9,12,"Endogenous"
"324","main",163,"CL "," oneCued ",0," right ","U ","V ",0,0,0,15,"GKTXQMVDHRZOWCNBILSEPUAYFJ","KGXRCEMWSYLHJTUBVZNDAOIFQP","QWPYRFCKXLBIDJEUSGTMAOHVZN","DQFXEOGAZBPSMUTVYCJLWKINHR","PMHZLYKVGNCFUWSIBOAXJRDTQE","OBLSTCKDYUMZJFEIVHGPQAXWNR",0,6,21,"Endogenous"
"325","main",164,"CL "," oneCued ",0," left ","D ","Q ",0,4,0,6,"ERYJQNTXULHAOFZPDSBKMVWGCI","PCHKLWMJXIGQNOASZVTEDRFUBY","DVFERPOBUWYMSGLCZXTKJAHQIN","DMKFYIJEZPUAXLBRCSHGVTOQNW","KPHOYSJRUQVIZNCDEXLAGFMTWB","ZRVOMSUWHJFDCYBLEXAIGNPKQT",0,9,15,"Endogenous"
"326","main",165,"CL "," oneCued ",0," right ","M ","N ",0,5,0,6,"QMOVHKSBATWZUNXDCIYGJFPLER","XJYZECTDGLNSOPARQHFUWMVIBK","MUPYCOZHGDTILKQVAFRXNSBWJE","ZGVTBMJXOWKECNIUQDPHSYRFLA","XRVCJUGPYSALQIMEKNZFHTDOWB","GXOBFIQJNSCHEDMTLWZVRPYAKU",0,8,14,"Endogenous"
"327","main",166,"CL "," oneCued ",0," right ","W ","A ",0,3,0,11,"QUNHLBIGKPYCAOTRVWMXEJZSFD","KMOEBCIDNGFUQTYSZXRPWAHVJL","XAWZVTYBJQECPSNMLKOGIUDRFH","TPIYBKUCAGSOXMFHJZNWLQREDV","JIKNATWLHPGZFMBDYSCERXVOQU","TDILARBVKOWEZYUSFXPGMQNHCJ",0,8,19,"Endogenous"
"328","main",167,"CL "," oneCued ",0," left ","G ","L ",0,5,0,19,"FWIXYLMQEAHSVZOKPJRTNGDUBC","JTRDKAZVSBGCHXOWUMINEYLQPF","WJCMOKGUVAQNTYFHPELZIRSDBX","REAYZUBXIWQKPCMSGDOHLTVFJN","NGUEAFPOKQIVHLWDMTJCXBRSZY","RITDEYLZVKQACPUFSNOBMWXJHG",0,6,25,"Endogenous"
"329","main",168,"CL "," oneCued ",0," left ","T ","V ",0,4,0,6,"DGVWOTCFQARHYSZUEXMPKNLBIJ","FJHNERLKGPMDUOWZVBYTAISQXC","PFNLBUJETXGVYIWSKHOCAZQDMR","HRAPNIEJDOWFKQYCGXZVULMSTB","DUOLARBVYCJNQTSPEGZKHIWFXM","WYRODEFCPAZSBUILXMKVQNGTHJ",0,7,13,"Endogenous"
