RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_Y	CURRENT_FIX_X	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
HT5	NONE	378.10	510.30	7	1801	235	Trial: 235
HT5	NONE	376.00	502.50	1808	2837	235	Trial: 235
HT5	NONE	381.60	512.50	7	461	236	Trial: 236
HT5	NONE	389.30	516.10	479	2829	236	Trial: 236
HT5	NONE	383.80	510.00	7	332	237	Trial: 237
HT5	NONE	451.90	509.90	377	552	237	Trial: 237
HT5	NONE	395.60	503.30	577	751	237	Trial: 237
HT5	NONE	382.60	508.70	760	1606	237	Trial: 237
HT5	NONE	387.80	501.50	1614	2830	237	Trial: 237
HT5	NONE	389.90	504.90	7	2355	238	Trial: 238
HT5	NONE	362.30	501.30	2374	2617	238	Trial: 238
HT5	NONE	324.40	504.00	2636	2843	238	Trial: 238
HT5	NONE	389.40	509.90	7	1360	239	Trial: 239
HT5	NONE	388.90	509.90	1382	2840	239	Trial: 239
HT5	NONE	383.70	514.10	7	564	240	Trial: 240
HT5	NONE	385.70	510.60	581	2523	240	Trial: 240
HT5	NONE	386.30	467.40	2549	2760	240	Trial: 240
HT5	NONE	385.40	435.90	2792	2846	240	Trial: 240
