RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_LABEL	TRIAL_INDEX
CLExN6	NONE	638.90	524.80	Trial: 210	210
CLExN6	NONE	633.10	527.60	Trial: 211	211
CLExN6	NONE	639.30	530.80	Trial: 211	211
CLExN6	NONE	632.90	522.90	Trial: 211	211
CLExN6	NONE	609.10	536.90	Trial: 212	212
CLExN6	NONE	631.60	522.60	Trial: 212	212
CLExN6	NONE	620.10	545.20	Trial: 213	213
CLExN6	NONE	638.60	526.70	Trial: 213	213
CLExN6	NONE	647.60	564.30	Trial: 214	214
CLExN6	NONE	643.90	515.80	Trial: 214	214
CLExN6	NONE	639.50	511.30	Trial: 214	214
CLExN6	NONE	635.60	534.80	Trial: 215	215
CLExN6	NONE	640.30	518.90	Trial: 215	215
CLExN6	NONE	637.60	551.50	Trial: 216	216
CLExN6	NONE	644.60	539.00	Trial: 216	216
CLExN6	NONE	630.90	508.50	Trial: 216	216
CLExN6	NONE	641.00	511.50	Trial: 216	216
CLExN6	NONE	645.90	605.80	Trial: 217	217
CLExN6	NONE	651.60	569.60	Trial: 217	217
CLExN6	NONE	639.60	509.70	Trial: 217	217
CLExN6	NONE	690.40	496.00	Trial: 217	217
CLExN6	NONE	628.50	534.60	Trial: 218	218
CLExN6	NONE	623.50	519.90	Trial: 218	218
CLExN6	NONE	633.90	502.10	Trial: 218	218
CLExN6	NONE	637.70	532.70	Trial: 219	219
CLExN6	NONE	636.90	511.60	Trial: 219	219
CLExN6	NONE	600.30	527.20	Trial: 220	220
CLExN6	NONE	622.30	517.40	Trial: 220	220
CLExN6	NONE	634.60	527.20	Trial: 221	221
CLExN6	NONE	604.60	518.10	Trial: 221	221
CLExN6	NONE	643.10	518.90	Trial: 221	221
CLExN6	NONE	633.00	516.60	Trial: 221	221
CLExN6	NONE	640.80	532.90	Trial: 222	222
CLExN6	NONE	628.00	521.90	Trial: 222	222
CLExN6	NONE	622.90	543.60	Trial: 223	223
CLExN6	NONE	600.30	520.00	Trial: 223	223
CLExN6	NONE	631.90	511.10	Trial: 223	223
CLExN6	NONE	595.10	539.50	Trial: 224	224
CLExN6	NONE	631.70	526.20	Trial: 224	224
CLExN6	NONE	616.10	526.90	Trial: 225	225
CLExN6	NONE	632.20	520.90	Trial: 225	225
CLExN6	NONE	653.20	517.90	Trial: 226	226
CLExN6	NONE	643.40	512.50	Trial: 226	226
CLExN6	NONE	621.10	512.50	Trial: 226	226
CLExN6	NONE	631.30	505.90	Trial: 226	226
CLExN6	NONE	593.80	548.10	Trial: 227	227
CLExN6	NONE	612.20	530.30	Trial: 227	227
CLExN6	NONE	629.40	512.80	Trial: 227	227
CLExN6	NONE	563.90	513.60	Trial: 227	227
CLExN6	NONE	607.10	523.40	Trial: 228	228
CLExN6	NONE	630.70	520.60	Trial: 228	228
CLExN6	NONE	680.30	513.50	Trial: 228	228
CLExN6	NONE	609.10	531.50	Trial: 229	229
CLExN6	NONE	631.60	511.50	Trial: 229	229
CLExN6	NONE	662.70	517.70	Trial: 230	230
CLExN6	NONE	667.60	506.00	Trial: 230	230
CLExN6	NONE	633.90	502.90	Trial: 230	230
CLExN6	NONE	639.20	500.00	Trial: 230	230
CLExN6	NONE	635.50	497.10	Trial: 230	230
CLExN6	NONE	643.90	541.10	Trial: 231	231
CLExN6	NONE	630.80	498.90	Trial: 231	231
CLExN6	NONE	620.90	556.60	Trial: 232	232
CLExN6	NONE	640.50	528.70	Trial: 232	232
CLExN6	NONE	628.20	514.10	Trial: 232	232
CLExN6	NONE	641.90	513.90	Trial: 232	232
CLExN6	NONE	627.10	542.40	Trial: 233	233
CLExN6	NONE	634.80	519.50	Trial: 233	233
CLExN6	NONE	658.20	535.00	Trial: 234	234
CLExN6	NONE	644.80	527.70	Trial: 234	234
CLExN6	NONE	640.30	543.90	Trial: 235	235
CLExN6	NONE	638.60	532.10	Trial: 235	235
CLExN6	NONE	641.60	558.00	Trial: 236	236
CLExN6	NONE	655.80	539.10	Trial: 236	236
CLExN6	NONE	638.80	523.40	Trial: 236	236
CLExN6	NONE	609.70	543.10	Trial: 237	237
CLExN6	NONE	636.00	525.00	Trial: 237	237
CLExN6	NONE	635.10	517.30	Trial: 237	237
CLExN6	NONE	615.30	523.90	Trial: 238	238
CLExN6	NONE	631.00	515.30	Trial: 238	238
CLExN6	NONE	624.60	536.40	Trial: 239	239
CLExN6	NONE	631.00	511.30	Trial: 239	239
CLExN6	NONE	656.30	539.40	Trial: 240	240
CLExN6	NONE	640.00	518.60	Trial: 240	240
